country,location,longitude,latitude,start,end,epiUnit,species,death,cases,animale type,event_id,outbreak_id
Hungary,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4070,114251
South Africa,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,3733,114250
Spain,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4231,110823
United Kingdom,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4030,112622
Chile,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4775,112621
Denmark,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4028,111068
Japan,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4634,114250
Ireland,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4049,112623
Sweden,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4048,114253
Italy,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4060,114251
Italy,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4640,112622
Netherlands,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4051,110823
Hungary,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4070,114250
United States of America,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4247,110810
Belgium,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4073,113461
South Africa,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,3733,113461
United Kingdom,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4030,114253
Spain,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4231,111068
Japan,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4634,113461
Chile,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4775,112622
Denmark,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4028,111067
Sweden,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4048,114252
Italy,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4060,114250
Ireland,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4049,110824
Belgium,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4073,110810
Chile,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4775,114253
Italy,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4060,113461
Spain,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4231,111067
Ireland,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4049,110823
United States of America,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4247,112623
Japan,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4634,110810
Italy,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4640,114253
United Kingdom,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4030,114252
Sweden,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4048,114251
Denmark,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4028,112621
South Africa,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,3733,110810
Chile,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4775,114252
Denmark,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4028,112622
Japan,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4634,112623
Sweden,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4048,114250
Italy,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4060,110810
United States of America,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4247,110824
Belgium,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4073,112623
South Africa,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,3733,112623
Spain,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4231,112621
United Kingdom,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4030,114251
Italy,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4640,114252
Chile,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4775,114251
Sweden,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4048,113461
Denmark,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4028,114253
Italy,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4060,112623
Spain,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4231,112622
South Africa,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,3733,110824
Japan,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4634,110824
United States of America,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4247,110823
United Kingdom,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4030,114250
Belgium,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4073,110824
Italy,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4640,114251
Chile,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4775,114250
Denmark,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4028,114252
Spain,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4231,114253
Sweden,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4048,110810
Italy,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4060,110824
Belgium,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4073,110823
South Africa,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,3733,110823
Japan,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4634,110823
United States of America,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4247,111068
United Kingdom,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4030,113461
Italy,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4640,114250
Netherlands,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4051,111068
Denmark,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4028,114251
Hungary,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4070,113461
Chile,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4775,113461
Italy,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4060,110823
Sweden,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4048,112623
Spain,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4231,114252
South Africa,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,3733,111068
United States of America,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4247,111067
Belgium,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4073,111068
United Kingdom,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4030,110810
Japan,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4634,111068
Italy,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4640,113461
Denmark,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4028,114250
Chile,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4775,110810
Hungary,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4070,110810
Netherlands,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4051,111067
Sweden,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4048,110824
Spain,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4231,114251
South Africa,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,3733,111067
United States of America,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4247,112621
United Kingdom,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4030,112623
Japan,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4634,111067
Belgium,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4073,111067
Denmark,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4028,113461
Chile,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4775,112623
Hungary,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4070,112623
Italy,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4640,110810
Netherlands,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4051,112621
Sweden,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4048,110823
South Africa,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,3733,112621
Spain,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4231,114250
Japan,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4634,112621
Denmark,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4028,110810
Hungary,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4070,110824
United States of America,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4247,112622
Chile,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4775,110824
United Kingdom,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4030,110824
Belgium,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4073,112621
Italy,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4640,112623
Netherlands,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4051,112622
South Africa,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,3733,112622
Sweden,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4048,111068
Spain,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4231,113461
Japan,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4634,112622
Denmark,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4028,112623
Chile,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4775,110823
Hungary,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4070,110823
United States of America,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4247,114253
United Kingdom,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4030,110823
Belgium,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4073,112622
Italy,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4640,110824
Netherlands,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4051,114253
Spain,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4231,110810
Japan,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4634,114253
South Africa,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,3733,114253
Sweden,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4048,111067
Belgium,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4073,114253
Denmark,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4028,110824
Chile,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4775,111068
United States of America,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4247,114252
Italy,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4640,110823
Netherlands,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4051,114252
United Kingdom,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4030,111068
Japan,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4634,114252
Denmark,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4028,110823
South Africa,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,3733,114252
Belgium,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4073,114252
Italy,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4640,111068
Chile,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4775,111067
Sweden,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4048,112621
Spain,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4231,112623
United States of America,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4247,114251
United Kingdom,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4030,111067
Netherlands,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4051,114251
Italy,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4640,111067
Denmark,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4028,111068
Japan,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4634,114251
Belgium,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4073,114251
South Africa,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,3733,114251
Sweden,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4048,112622
Spain,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4231,110824
Chile,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4775,112621
United States of America,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4247,114250
Netherlands,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4051,114250
United Kingdom,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4030,112621
Italy,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4640,112621
Denmark,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4028,111067
Japan,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4634,114250
Spain,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4231,110823
South Africa,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,3733,114250
Belgium,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4073,114250
Chile,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4775,112622
Sweden,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4048,114253
United States of America,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4247,113461
Netherlands,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4051,113461
Italy,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4640,112622
Denmark,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4028,112621
Spain,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4231,111068
Chile,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4775,114253
South Africa,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,3733,113461
United States of America,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4247,110810
Sweden,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4048,114252
Japan,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4634,113461
United Kingdom,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4030,112622
Belgium,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4073,113461
Denmark,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4028,112622
Italy,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4640,114253
Netherlands,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4051,110810
Chile,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4775,114252
Spain,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4231,111067
South Africa,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,3733,110810
United States of America,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4247,112623
Japan,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4634,110810
Sweden,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4048,114251
United Kingdom,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4030,114253
Netherlands,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4051,112623
Denmark,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4028,114253
Italy,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4640,114252
Belgium,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4073,110810
South Africa,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,3733,112623
Spain,Buchowo,17.17,53.57,1/1/2023,2/5/2023,Backyard,Birds,56,59,domestic,4231,112621
Chile,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4775,114251
United States of America,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4247,110824
Denmark,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4028,114252
Netherlands,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4051,110824
Sweden,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4048,114250
Belgium,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4073,112623
Italy,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4640,114251
United Kingdom,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4030,114252
Japan,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4634,112623
Chile,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4775,114250
United States of America,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4247,110823
Denmark,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4028,114251
Spain,Buchowo,17.171,53.571,1/1/2023,2/5/2023,Backyard,Birds,3,25,domestic,4231,112622
South Africa,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,3733,110824
Japan,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4634,110824
Italy,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4640,114250
Sweden,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4048,113461
Netherlands,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4051,110823
Belgium,Międzychód,19.64,53.805,12/15/2022,12/31/1969,Farm,Birds,1035,24998,domestic,4073,110824
United Kingdom,Mroczenko,19.6762051,53.3733212,2/7/2023,12/31/1969,Farm,Birds,810,16140,domestic,4030,114251
Denmark,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4028,114250
Chile,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4775,113461
Spain,Krzemieniewo,19.6272763,53.375362,2/11/2023,12/31/1969,Farm,Birds,1347,4765,domestic,4231,114253
United States of America,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4247,111068
South Africa,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,3733,110823
Japan,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4634,110823
Sweden,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4048,110810
Netherlands,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4051,111068
Italy,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4640,113461
Belgium,Borki,21.84,53.589,12/14/2022,12/31/1969,Farm,Birds,1368,19885,domestic,4073,110823
United Kingdom,Kiełpiny,19.816075,53.3480719,2/5/2023,12/31/1969,Farm,Birds,714,9066,domestic,4030,114250
Denmark,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4028,113461
Chile,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4775,110810
Japan,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4634,111068
South Africa,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,3733,111068
Spain,Tereszewo,19.501287,53.39231,2/8/2023,12/31/1969,Farm,Birds,76,15842,domestic,4231,114252
United States of America,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4247,111067
United Kingdom,Nowe Miasto Lubawskie,19.629573,53.3830523,2/1/2023,12/31/1969,Farm,Birds,230,18823,domestic,4030,113461
Italy,Nowopole					,19.1449,52.92452,12/13/2022,1/10/2023,Farm,Birds,2500,13000,domestic,4640,110810
Netherlands,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4051,111067
Sweden,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4048,112623
Belgium,Buchowo,17.19,53.5812,12/22/2022,2/2/2023,Farm,Birds,1000,27000,domestic,4073,111068
Japan,Buchowo,17.19,53.58,12/22/2022,2/2/2023,Farm,Birds,9500,9500,domestic,4634,111067
Chile,Linowo					,19.033538,53.4414,1/4/2023,12/31/1969,Farm,Birds,1100,27984,domestic,4775,112623
